Area,yearid,CO,NOX,SO2,NO2,CO2EQ,VOC,PM10,PM25,BENZ,NAPTH,BUTA,FORM,ACTE,ACROL,ETYB,DPM,POM
Fort Worth,2029,1.98291905470978,1.25173251618344,0.0221535318970041,0.304304949393895,3391.93428255618,0.957863145289593,0.096467151116542,0.0877094481263043,0.00761390068288392,0.00169493939539206,0.000652096867449048,0.0184806004454643,0.00718311725365695,0.00105519387076969,0.0149378223940175,0.067068729607854,0.000704071461881503
Fort Worth,2030,1.79332554611028,1.14182153690126,0.0216230597204685,0.293541757632056,3312.24782525003,0.923680728374165,0.0863941934377976,0.0784885480446178,0.00707146449440188,0.00155395363664616,0.000553078991185618,0.0172926512623803,0.00658557190276809,0.000961111904294931,0.014500417212389,0.0583012779970886,0.000604165158412733
Fort Worth,2031,1.3895192298769,1.04942754326839,0.0211983978956027,0.285457248452076,3248.43444617093,0.875902767900698,0.0788067514050681,0.0715342472072393,0.00609687815625648,0.00141620437162002,0.000350605456068687,0.0161722804752884,0.00590698660247568,0.000881915647572118,0.0137396788341562,0.051451467545121,0.000516187139035013
Fort Worth,2032,1.01566051976624,0.957033549635526,0.020773736070737,0.277372739272096,3184.62106709182,0.82812480742723,0.0712193093723386,0.0645799463698609,0.00512229181811108,0.00127845510659389,0.000148131920951755,0.0150519096881965,0.00524248095040036,0.000802719390849305,0.0129789404559233,0.0446016570931533,0.000428209119657294
Fort Worth,2033,0.965599918699809,0.868208911255351,0.0204255754479732,0.269874315948186,3132.34562186897,0.80473958325274,0.0662760265971372,0.0600705145535301,0.00487735140762879,0.00119916463631163,0.000124363607543643,0.014375204529486,0.00493523155638442,0.000746831141713589,0.0126775006308435,0.0407439823320601,0.00037723942250811
Fort Worth,2034,0.915539317633375,0.779384272875177,0.0200774148252094,0.262375892624277,3080.07017664611,0.78135435907825,0.0613327438219358,0.0555610827371993,0.00463241099714651,0.00111987416602937,0.00010059529413553,0.0136984993707756,0.00462798216236848,0.000690942892577873,0.0123760608057637,0.0368863075709669,0.000326269725358926
Fort Worth,2035,0.880098943413032,0.7544606213105,0.0197952821437752,0.25963358801323,3037.59015521407,0.764306701117675,0.0581875308662916,0.0526952356521235,0.00449657265625092,0.00109107407631136,9.21127200612659E-05,0.0134555305307344,0.00451713733286851,0.000670895676674998,0.0121280011130125,0.0345260836529633,0.000300788723477917
Fort Worth,2036,0.844658569192688,0.729536969745823,0.0195131494623411,0.256891283402183,2995.11013378203,0.747259043157101,0.0550423179106474,0.0498293885670478,0.00436073431535533,0.00106227398659335,8.36301459870015E-05,0.0132125616906933,0.00440629250336855,0.000650848460772124,0.0118799414202613,0.0321658597349597,0.000275307721596908
Fort Worth,2037,0.808428549424207,0.712092886281425,0.0192890541374027,0.258355294291846,2961.55436577648,0.728394541367379,0.0489909932727244,0.0442863601376189,0.00422338101532205,0.00100491833872112,6.37039396842454E-05,0.0127566778083263,0.00418509701650294,0.000608783734096896,0.0116339254867057,0.0267973045010876,0.000221820326432808
Fort Worth,2038,0.772198529655725,0.694648802817028,0.0190649588124643,0.259819305181509,2927.99859777093,0.709530039577658,0.0429396686348014,0.03874333170819,0.00408602771528876,0.000947562690848894,4.37777333814893E-05,0.0123007939259594,0.00396390152963733,0.000566719007421668,0.0113879095531502,0.0214287492672156,0.000168332931268708
Fort Worth,2039,0.757893841291661,0.66684399927999,0.0189120433921062,0.254528462771759,2904.91462855041,0.698468043043249,0.0424523100093097,0.038311031233917,0.00401223797933881,0.000941148609577407,4.3536169346936E-05,0.0122239883784516,0.00393823716801833,0.000563161049951022,0.0112055050557274,0.0213950467277755,0.000165960199977283
Fort Worth,2040,0.743589152927598,0.639039195742953,0.0187591279717481,0.24923762036201,2881.83065932989,0.687406046508841,0.0419649513838181,0.037878730759644,0.00393844824338885,0.000934734528305919,4.32946053123828E-05,0.0121471828309438,0.00391257280639934,0.000559603092480376,0.0110231005583046,0.0213613441883354,0.000163587468685858
Fort Worth,2041,0.735877796323621,0.637776568055415,0.0186427760492052,0.248906557776081,2864.27059490234,0.679022677857574,0.0416717542665026,0.0376190039026199,0.00388982146637318,0.000933702375251,4.32865791317738E-05,0.0121384828633992,0.00390910573414871,0.000559187995893051,0.0108819013115067,0.0213523560942122,0.000162359333556132
Fort Worth,2042,0.728166439719644,0.636513940367877,0.0185264241266623,0.248575495190153,2846.71053047478,0.670639309206308,0.0413785571491871,0.0373592770455957,0.00384119468935751,0.000932670222196081,4.32785529511648E-05,0.0121297828958546,0.00390563866189808,0.000558772899305726,0.0107407020647088,0.021343368000089,0.000161131198426405
Fort Worth,2043,0.722648239334376,0.635178721071497,0.0184563925144516,0.248158683942961,2836.13310944289,0.665124660490619,0.0411936447782182,0.037194930216117,0.00380868607061302,0.000931636324745317,4.32563444050515E-05,0.0121193710412939,0.00390186062280407,0.000558284775417972,0.0106477431981489,0.0213211314840009,0.00016036458111683
Fort Worth,2044,0.717130038949108,0.633843501775118,0.018386360902241,0.247741872695769,2825.555688411,0.65961001177493,0.0410087324072492,0.0370305833866382,0.00377617745186853,0.000930602427294553,4.32341358589383E-05,0.0121089591867332,0.00389808258371005,0.000557796651530218,0.010554784331589,0.0212988949679129,0.000159597963807255
Fort Worth,2045,0.713740665298246,0.633399717142311,0.0183395332083478,0.247635671500689,2818.49101876467,0.654241013582578,0.0409103426956108,0.0369434957983117,0.00374904284873878,0.000930200126755116,4.32322987151679E-05,0.0121057086978595,0.00389675485575935,0.00055764083387988,0.0104639008174843,0.0212975529611867,0.000159158183195056
Fort Worth,2046,0.710351291647385,0.632955932509503,0.0182927055144546,0.247529470305608,2811.42634911835,0.648872015390225,0.0408119529839723,0.0368564082099851,0.00372190824560903,0.000929797826215679,4.32304615713974E-05,0.0121024582089859,0.00389542712780866,0.000557485016229542,0.0103730173033796,0.0212962109544605,0.000158718402582858
Fort Worth,2047,0.704029079815882,0.632446263532074,0.0182653218722066,0.247405026633373,2807.2799263671,0.646075260847283,0.0406458667913512,0.0367094267994048,0.00370260624160323,0.000929310296172454,4.32278950412978E-05,0.0120985036615835,0.00389382041116448,0.000557295782914746,0.010326149746021,0.021294223395671,0.000158036190351618
