Area,yearid,Processtype,CO,NOX,SO2,NO2,CO2EQ,VOC,PM10,PM25,BENZ,NAPTH,BUTA,FORM,ACTE,ACROL,ETYB,DPM,POM
Fort Worth,2040,Extnd_Exhaust,89.1280978918076,206.46683883667,0.0542441009311005,82.1737830638885,9811.37983703613,28.1574001908302,0.369939998257905,0.340343997115269,0.363230021670461,0.45974803250283,0.0225258988793939,6.12141987681389,1.95131004229188,0.281574012245983,0.177392008248717,0.369939998257905,0.0367645773594851
Fort Worth,2041,APU,36.0000003576279,28.1909573674202,0.0129717999370769,1.60688539594412,2012.04004669189,7.53263002634048,1.85625996440649,1.70774996653199,0.0590214494732209,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.0257715443574043
Fort Worth,2041,Extnd_Exhaust,89.1274987459183,206.465411424637,0.0542441009311005,82.1732145547867,9811.37495422363,28.1572000384331,0.369937003822997,0.34034049580805,0.363227549474686,0.459745021536946,0.0225257491983939,6.12137482315302,1.9512950386852,0.281572000822052,0.177390502067283,0.369937003822997,0.0367643352862188
Fort Worth,2042,APU,36.0000003576279,28.1909573674202,0.0129717999370769,1.60688539594412,2012.04004669189,7.53263002634048,1.85625996440649,1.70774996653199,0.0590213994728401,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.0257715393351745
Fort Worth,2042,Extnd_Exhaust,89.126899600029,206.463984012604,0.0542441009311005,82.1726460456848,9811.37007141113,28.1569998860359,0.369934009388089,0.340336994500831,0.363225077278912,0.459742010571063,0.0225255995173939,6.1213304400444,1.95128003507853,0.281569989398122,0.177388995885849,0.369934009388089,0.036764094079502
Fort Worth,2043,APU,36.0000003576279,28.1909573674202,0.0129717999370769,1.60688556544483,2012.04004669189,7.53263002634048,1.85625996440649,1.70774996653199,0.0590213994728401,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.0257715393351745
Fort Worth,2043,Extnd_Exhaust,89.126899600029,206.463984012604,0.0542441009311005,82.1726460456848,9811.37007141113,28.1569998860359,0.369930000393651,0.340333498897962,0.363225057721138,0.459742010571063,0.0225255995173939,6.12133021652699,1.95128003507853,0.281569989398122,0.177388995885849,0.369930000393651,0.0367640878447149
Fort Worth,2044,APU,36.0000003576279,28.1909573674202,0.0129717999370769,1.60688573494554,2012.04004669189,7.53263002634048,1.85625996440649,1.70774996653199,0.0590213994728401,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.0257715393351745
Fort Worth,2044,Extnd_Exhaust,89.126899600029,206.463984012604,0.0542441009311005,82.1726460456848,9811.37007141113,28.1569998860359,0.369925991399214,0.340330003295094,0.363225102424622,0.459742010571063,0.0225255995173939,6.12133066356182,1.95128003507853,0.281569989398122,0.177388995885849,0.369925991399214,0.0367640873852192
Fort Worth,2045,APU,36.0000003576279,28.1909573674202,0.0129717999370769,1.60688556544483,2012.04004669189,7.53263002634048,1.85625996440649,1.70774996653199,0.0590214494732209,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.0257715443574043
Fort Worth,2045,Extnd_Exhaust,89.126899600029,206.463984012604,0.0542441009311005,82.1726460456848,9811.37007141113,28.1569998860359,0.369925991399214,0.340330003295094,0.363225057721138,0.459742010571063,0.0225255995173939,6.12133021652699,1.95128003507853,0.281569989398122,0.177388995885849,0.369925991399214,0.0367640871651215
Fort Worth,2046,APU,36.0000003576279,28.1909573674202,0.0129717999370769,1.60688539594412,2012.04004669189,7.53263002634048,1.85625996440649,1.70774996653199,0.0590214994736016,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.025771549379634
Fort Worth,2046,Extnd_Exhaust,89.126899600029,206.463984012604,0.0542441009311005,82.1726460456848,9811.37007141113,28.1569998860359,0.369925991399214,0.340330003295094,0.363225013017654,0.459742010571063,0.0225255995173939,6.12132976949215,1.95128003507853,0.281569989398122,0.177388995885849,0.369925991399214,0.0367640889368172
Fort Worth,2047,APU,36.0000003576279,28.1909573674202,0.0129717999370769,1.60688539594412,2012.04004669189,7.53263002634048,1.85625996440649,1.70774996653199,0.0590214494732209,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.0257715443574043
Fort Worth,2047,Extnd_Exhaust,89.126899600029,206.463984012604,0.0542441009311005,82.1726460456848,9811.37007141113,28.1569998860359,0.369925991399214,0.340330003295094,0.363225013017654,0.459742010571063,0.0225255995173939,6.12132976949215,1.95128003507853,0.281569989398122,0.177388995885849,0.369925991399214,0.0367640885084433
Fort Worth,2048,APU,36.0000003576279,28.1909573674202,0.0129717999370769,1.60688539594412,2012.04004669189,7.53263002634048,1.85625996440649,1.70774996653199,0.0590213994728401,0.0681402018526569,0.0219784007640556,0.589241979643703,0.267850995529443,0.0498785006348044,0.0199976990988944,1.85625996440649,0.0257715393351745
Fort Worth,2048,Extnd_Exhaust,89.126899600029,206.463984012604,0.0542441009311005,82.1726460456848,9811.37007141113,28.1569998860359,0.369925991399214,0.340330003295094,0.363225013017654,0.459742010571063,0.0225255995173939,6.12132976949215,1.95128003507853,0.281569989398122,0.177388995885849,0.369925991399214,0.0367640891496389
